Symbol,Name,Industry,Cur_Month,Accum,%MoM,%YoY,%YoY_Accum,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,trailingPE,forwardPE
3552,同致,其他電子業                   ,835498,835498,-14.2637542611683,81.2143887388706,81.2143887388706,0.04577,50.298,2.5647142,4.98,6.7,25.903614,19.253733
3555,博士旺,半導體業                    ,3700,3700,-89.7387542292972,81.3725490196078,81.3725490196078,-1.71497,6.533,4.836982,-0.74,,,
3556,禾瑞亞,半導體業                    ,132636,132636,68.6922900821611,34.1234288256768,34.1234288256768,0.16018999,18.311,3.0255036,0.95,,58.315792,
3558,神準,通信網路業                   ,1193078,1193078,17.2194188340525,-12.7308768400841,-12.7308768400841,0.057529997,94.163,2.447883,16.75,,13.761194,
3564,其陽,通信網路業                   ,136293,136293,-20.8771878900467,-31.7945022444414,-31.7945022444414,0.02368,20.999,2.6715558,0.46,,121.95651,
3567,逸昌,半導體業                    ,26506,26506,-11.3837718565076,9.99709507407561,9.99709507407561,0.20071,16.712,2.5670178,1.96,,21.887756,
3570,大塚,資訊服務業                   ,167593,167593,24.3114740722609,42.0496346900375,42.0496346900375,0.11996,50.678,3.324914,12.12,,13.90264,
3577,泓格,電腦及週邊設備業                ,89504,89504,21.8487509359472,69.4220977114842,69.4220977114842,0.112110004,19.621,3.847918,1.84,,41.032608,
3580,友威科,其他電子業                   ,42906,42906,-10.4670088894453,174.07218141169,174.07218141169,0.16114001,22.71,2.4702775,2.38,4.3,23.571426,13.046511
3581,博磊,半導體業                    ,109096,109096,-12.1992048545721,-16.8228360564497,-16.8228360564497,0.02868,16.541,1.9345868,0.88,,36.363636,
3587,閎康,其他電子業                   ,401459,401459,-9.29653009674519,11.0122084422138,11.0122084422138,0.15836,67.009,4.3427,11.89,13.01,24.474348,22.367409
3594,磐儀,電腦及週邊設備業                ,93028,93028,-34.1086808703536,-19.0455471047914,-19.0455471047914,0.08935001,22.849,1.7790713,1.67,,24.341318,
3597,映興,電子零組件業                  ,47370,47370,-1.182802428187,4.11675495087588,4.11675495087588,0.04022,14.621,1.6380548,0.72,,33.26389,
3609,三一東林,電子零組件業                  ,23610,23610,-73.1423761204896,-50.6397390868038,-50.6397390868038,-0.29308,11.618,2.4315717,-5.47,,,
3611,鼎翰,電腦及週邊設備業                ,675008,675008,2.54989183013685,8.90229401980224,8.90229401980224,0.1224,112.834,2.1580374,21.73,,11.205707,
3615,安可,光電業                     ,103376,103376,22.1014835112917,37.5174597262315,37.5174597262315,0.03901,33.232,0.8214974,0.59,,46.271187,
3623,富晶通,光電業                     ,24233,24233,-0.123645056258501,-32.7645524665668,-32.7645524665668,-0.05594,13.084,2.9310608,-0.7,,,
3624,光頡,電子零組件業                  ,222771,222771,20.6391240069534,7.78755152993091,7.78755152993091,0.12297,27.808,1.9526755,2.68,4.36,20.261192,12.454128
3625,西勝,電腦及週邊設備業                ,91593,91593,-18.2168846823519,55.5878306069408,55.5878306069408,-0.49088,7.571,1.9812442,-3.5,,,
3628,盈正,其他電子業                   ,226459,226459,-27.095928866225,-15.0043537660076,-15.0043537660076,0.04158,37.985,1.1122812,2.86,,14.772728,
3629,地心引力,文化創意業                   ,10,10,-90,-99.7366341848828,-99.7366341848828,-1.75794,3.742,5.9593797,-3.84,,,
3630,新鉅科,光電業                     ,182801,182801,33.5717834804466,105.738821172525,105.738821172525,-0.36595002,16.01,2.1049345,-2.8,,,
3631,晟楠,電子零組件業                  ,3310,3310,14.8109608047173,-50.809927180859,-50.809927180859,-0.8139,16.174,2.269074,-0.83,,,
3632,研勤,通信網路業                   ,30384,30384,-23.4737054201088,14.3846704062041,14.3846704062041,0.008909999,3.655,3.9945283,0.09,,162.22221,
3646,艾恩特,電子零組件業                  ,70610,70610,0.144664435241391,13.7201848899196,13.7201848899196,0.08169,12.873,2.3848364,1.65,,18.606062,
3663,鑫科,其他電子業                   ,213496,213496,14.6521169419801,33.7727762600566,33.7727762600566,0.02118,16.301,3.0335562,0.66,,74.92424,
3664,安瑞-KY,,,,,,,-0.22041,5.081,5.56977,-2.21,,,
3666,光耀,光電業                     ,53620,53620,18.0043574902617,2.39859445420518,2.39859445420518,-0.42691,14.303,1.7653638,-5.69,,,
3672,康聯訊,通信網路業                   ,20972,20972,-5.31828442437923,-40.7938569250748,-40.7938569250748,-0.15238,10.656,2.2240992,-2.02,,,
3675,德微,半導體業                    ,200033,200033,32.2051485410264,42.0043446160836,42.0043446160836,0.1942,31.496,8.318517,6.63,12.1,39.517345,21.652891
3680,家登,半導體業                    ,493479,493479,-4.73047325968856,57.4005320268693,57.4005320268693,0.17305,73.253,6.177222,10.24,12.6,44.189453,35.912697
3684,榮昌,通信網路業                   ,61706,61706,12.5960257650129,-26.5046034373921,-26.5046034373921,0.0561,20.176,2.2501984,1.14,,39.824562,
3685,元創精密,電機機械                    ,90762,90762,-37.3277171661373,-1.32312810532839,-1.32312810532839,-0.04377,10.908,2.0352037,-0.94,,,
3687,歐買尬,數位雲端                    ,154282,154282,3.79016199343415,17.9598140559056,17.9598140559056,0.029240001,48.161,2.2424784,1.64,,65.85366,
3689,湧德,電子零組件業                  ,427073,427073,5.86679424698691,16.3068669235692,16.3068669235692,0.06364,44.35,1.9007893,5.12,,16.464846,
3691,碩禾,光電業                     ,499412,499412,-2.83888841331974,66.1323105275589,66.1323105275589,-0.23586,77.261,1.4496317,-8,,,
3693,營邦,電腦及週邊設備業                ,512490,512490,-35.376362797243,31.9942204719948,31.9942204719948,0.12213001,70.722,6.1932635,25.5,,17.17647,
3707,漢磊,半導體業                    ,514650,514650,-6.38710428474764,-15.2446073732992,-15.2446073732992,0.02102,16.637,3.4862056,0.47,2.2,123.40426,26.363636
3709,鑫聯大投控,電腦及週邊設備業                ,2062745,2062745,29.9980274157697,38.5532659758969,38.5532659758969,0.00575,21.073,1.2954966,1.33,,20.526314,
3710,連展投控,電子零組件業                  ,558818,558818,-3.55812127330934,74.0248011609584,74.0248011609584,-0.05698,6.308,1.593215,-1.17,,,
3713,新晶投控,綠能環保                    ,26117,26117,-84.5433185969024,12.8066689702833,12.8066689702833,0.01721,8.364,2.6841223,0.24,,93.54167,
4102,永日,生技醫療業                   ,68960,68960,50.8179511853731,96.4952272403476,96.4952272403476,0.114379995,14.734,2.6163974,1.62,,23.796295,
4105,東洋,生技醫療業                   ,601345,601345,24.533783965689,50.2930407507841,50.2930407507841,0.21663,23.416,3.501879,4.72,5.06,17.372883,16.205534
4107,邦特,生技醫療業                   ,178071,178071,0.902662088192296,20.6279636905568,20.6279636905568,0.2352,44.651,2.653916,6.62,5.51,17.900303,21.506351
4109,加捷生醫,生技醫療業                   ,43282,43282,74.8697022342532,75.0819141620485,75.0819141620485,-0.0625,10.047,2.3837962,-0.26,,,
4111,濟生,生技醫療業                   ,101021,101021,11.5169779661765,9.56011539379216,9.56011539379216,0.10599,21.291,1.230567,2.01,,13.034826,
4113,聯上,建材營造                    ,567230,567230,136.85606076423,3756.34645455164,3756.34645455164,-0.61358,14.863,2.664334,-0.81,,,
4114,健喬,生技醫療業                   ,581149,581149,33.9685796286264,37.5783889226894,37.5783889226894,0.11553001,16.274,2.384171,1.58,2.33,24.556961,16.65236
4116,明基醫,生技醫療業                   ,368666,368666,-11.2949912056765,10.6321045745358,10.6321045745358,0.032679997,23.914,2.4713557,2.21,,26.74208,
4120,友華,生技醫療業                   ,442854,442854,10.174197304196,11.1425100889433,11.1425100889433,0.03135,40.578,1.0288826,1.65,,25.30303,
4121,優盛,生技醫療業                   ,332120,332120,-2.86872420882698,1.37663685479686,1.37663685479686,0.00898,17.244,1.4352819,-0.08,,,
4123,晟德,生技醫療業                   ,152569,152569,5.14458595214467,38.980842981681,38.980842981681,-0.73547995,28.194,1.6599276,-1.37,,,
4126,太醫,生技醫療業                   ,195184,195184,15.2806652806653,2.73058380176425,2.73058380176425,0.18675,38.012,2.351889,5.76,4.81,15.520833,18.586279
4127,天良,生技醫療業                   ,55021,55021,50.0600010909289,12.8774823568029,12.8774823568029,0.05446,10.613,1.4180722,0.57,,26.40351,
4128,中天,生技醫療業                   ,141171,141171,2.50953055222743,1.29151688658329,1.29151688658329,-0.96833,20.923,2.145964,-2.08,,,
4129,聯合,生技醫療業                   ,371983,371983,7.34324860909112,41.6468339343445,41.6468339343445,0.09313,35.921,2.825645,3.94,5.97,25.761421,17.001677
4130,健亞,生技醫療業                   ,56214,56214,65.6324582338902,29.2038245839846,29.2038245839846,0.05817,13.414,1.9196362,0.28,,91.96429,
4131,浩泰,生技醫療業                   ,4073,4073,60.4806934594169,-50.8091787439613,-50.8091787439613,-0.67801005,9.432,3.975827,-1.65,,,
4138,曜亞,生技醫療業                   ,139885,139885,0.0529285964623671,2.88385160777853,2.88385160777853,0.123380005,46.522,2.3967156,6.09,,18.308702,
4139,馬光-KY,,,,,,,-0.042729996,10.013,3.6852095,-1.24,,,
4147,中裕,生技醫療業                   ,43844,43844,-25.4695972937597,75.7415424082091,75.7415424082091,-0.26106,10.45,9.808613,-0.66,0.34,,301.47058
4153,鈺緯,生技醫療業                   ,71372,71372,-0.777133641962436,-3.81520962764309,-3.81520962764309,0.07546,17.256,2.2455957,1.25,,31,
4154,樂威科-KY,,,,,,,-0.19073999,7.546,1.9546779,-2.73,,,
4157,太景*-KY,,,,,,,-1.35166,1.27,11.653543,-0.22,,,
4160,訊聯基因,生技醫療業                   ,59359,59359,4.3693075922214,59.6616278444241,59.6616278444241,0.04857,15.916,2.638854,1.1,,38.181816,
4161,聿新科,生技醫療業                   ,94311,94311,37.585889973303,173.785815891079,173.785815891079,0.08199,14.992,2.5947173,1.31,,29.694658,
4162,智擎,生技醫療業                   ,26852,26852,-78.7863705669977,4.97673873099027,4.97673873099027,0.39373,26.623,3.7749317,2,8.16,50.25,12.316176
4163,鐿鈦,生技醫療業                   ,233716,233716,40.0402655609616,0.221699063889639,0.221699063889639,0.15012999,50.774,2.4225,7.77,,15.830116,
4167,松瑞藥,生技醫療業                   ,112652,112652,4.86181571084158,45.8788184867203,45.8788184867203,-0.0556,10.424,1.9330392,-0.17,,,
4168,醣聯,生技醫療業                   ,24,24,,-88.1188118811881,-88.1188118811881,,12.39,2.110573,-1.69,,,
4171,瑞基,農業科技                    ,24936,24936,36.4039166347574,7.73817239144524,7.73817239144524,-0.62766,15.522,2.4159257,-2.74,,,
4173,久裕,生技醫療業                   ,132587,132587,27.4776940235367,61.6126279863481,61.6126279863481,0.06172,27.416,0.8170411,0.92,,24.347826,
4174,浩鼎,生技醫療業                   ,1429,1429,-79.9269560331507,2451.78571428571,2451.78571428571,,18.872,3.5078423,-4.83,,,
4175,杏一,生技醫療業                   ,636900,636900,-13.9526651841324,12.2308547624544,12.2308547624544,0.00715,34.313,2.4014223,1.23,,66.99187,
4183,福永生技,生技醫療業                   ,19464,19464,-32.7180338069066,-42.8218912487882,-42.8218912487882,0.04619,12.687,1.694648,0.82,,26.219513,
4188,安克,生技醫療業                   ,2344,2344,-77.1339381523754,-17.6387912860155,-17.6387912860155,-0.98098,7.36,4.259511,-0.85,,,
4192,杏國,生技醫療業                   ,1610,1610,-24.4131455399061,37.0212765957447,37.0212765957447,,5.456,6.6715546,-5.13,,,
4198,欣大健康,生技醫療業                   ,20731,20731,-32.9744584545748,28.8680300864052,28.8680300864052,-0.31846002,5.909,4.340836,-3.52,,,
4205,中華食,食品工業                    ,177124,177124,2.13879998846697,-1.9659500985189,-1.9659500985189,0.1824,21.123,4.620556,3.98,,24.522612,
4207,環泰,食品工業                    ,483167,483167,12.8842110181767,18.9316588555,18.9316588555,0.03499,12.689,1.375207,1,,17.45,
4303,信立,塑膠工業                    ,23936,23936,59.8717606198237,28.0342337523402,28.0342337523402,0.15089,13.083,4.2497897,0.43,,129.30232,
4304,勝昱,塑膠工業                    ,32495,32495,24.9135081110171,-4.68158751576662,-4.68158751576662,-0.08229,5.195,1.491819,-1.46,,,
4305,世坤,塑膠工業                    ,66666,66666,-18.7019828784664,37.3423980222497,37.3423980222497,0.17292,20.267,1.9341787,2.8,,14.000001,
4401,東隆興,紡織纖維                    ,277219,277219,37.4412493802677,93.4995044183547,93.4995044183547,0.000030000001,21.469,1.0992594,,,,
4402,福大,紡織纖維                    ,4114,4114,-10.4289135641193,-42.6300376516525,-42.6300376516525,-0.13267,5.742,3.3524904,-0.34,,,
4406,新昕纖,紡織纖維                    ,35286,35286,-16.0636551773353,68.036573170151,68.036573170151,-0.02268,12.926,0.78137094,-0.19,,,
4413,飛寶企業,紡織纖維                    ,34702,34702,-1.13390313390313,-56.2186167394212,-56.2186167394212,0.04671,11.54,1.7244368,0.72,,27.638887,
4416,三圓,建材營造                    ,8721,8721,-65.5023734177215,5.11028082439436,5.11028082439436,-0.98997,28.633,3.4470716,-1.45,,,
4417,金洲,紡織纖維                    ,196936,196936,-21.3655692866697,-8.89046184878304,-8.89046184878304,0.12339,31.473,1.2598101,4.81,,8.243243,
4419,元勝,紡織纖維                    ,56450,56450,26.0269691016253,7.72695177572947,7.72695177572947,-0.037100002,5.869,6.815471,-0.31,,,
4420,光明,紡織纖維                    ,57472,57472,-20.4924949851283,21.0522990079407,21.0522990079407,-0.05365,25.792,2.1944788,-1.03,,,
4430,耀億,其他                      ,175283,175283,7.60886247690145,18.0269474988385,18.0269474988385,-0.080860004,34.225,0.6501096,-2.69,,,
4432,銘旺實,紡織纖維                    ,105522,105522,2.09665715253253,-4.42367262648769,-4.42367262648769,0.09014,26.828,0.8908603,2.17,,11.013824,
4433,興采,紡織纖維                    ,191645,191645,-54.3191190141349,-5.04820793325208,-5.04820793325208,-0.00246,31.233,0.93170685,-0.25,,,
4502,健信,電機機械                    ,120971,120971,-29.0417756713319,84.5504889471998,84.5504889471998,-0.03191,11.06,3.3227847,-0.77,,,
4503,金雨,電機機械                    ,46613,46613,53.387738984501,198.705543095162,198.705543095162,-0.23477,15.199,4.1318507,-0.85,,,
4506,崇友,電機機械                    ,452624,452624,-4.01601486124836,0.507618721937744,0.507618721937744,0.17028,28.675,2.9712293,5.01,5.05,17.005987,16.871286
4510,高鋒,電機機械                    ,129613,129613,-19.0788652198886,11.9080304953333,11.9080304953333,0.04494,17.578,0.9159177,0.83,,19.39759,
4513,福裕,電機機械                    ,71466,71466,-32.8705617133196,-19.6406283381872,-19.6406283381872,-0.03195,10.623,2.1180458,-0.6,,,
4523,永彰,電機機械                    ,48622,48622,-3.30714924927911,75.3218187718602,75.3218187718602,0.06487,15.371,3.0512004,0.62,,75.645164,
4527,方土霖,電機機械                    ,205293,205293,-61.8530782438067,56.9338378626304,56.9338378626304,0.07285,19.036,2.006724,3,,12.733334,
4528,江興鍛,電機機械                    ,183409,183409,-0.233900314949494,23.0420898686453,23.0420898686453,0.0871,26.859,1.1690681,2.11,1.09,14.881517,28.807339
4529,淳紳,其他                      ,790,790,60.5691056910569,32.996632996633,32.996632996633,,5.876,2.552757,-0.77,,,
4530,宏易,觀光餐旅                    ,11547,11547,-13.343339587242,-11.7741442542787,-11.7741442542787,-0.13313,4.277,1.7582418,-0.53,,,
4533,協易機,電機機械                    ,257677,257677,23.6187003765981,-22.5327468906613,-22.5327468906613,0.056789998,16.63,1.6506315,1.27,,21.614174,
4534,慶騰,電機機械                    ,89244,89244,49.7382550335571,119.747857776027,119.747857776027,-0.26216,7.973,1.6305029,-1.99,,,
4535,至興,電機機械                    ,273902,273902,26.4657266070126,37.1718466731438,37.1718466731438,0.061979998,31.401,1.0811758,2.44,,13.913935,
4538,大詠城,電機機械                    ,24282,24282,-15.9763313609467,-44.0248962655602,-44.0248962655602,0.14111,15.472,1.4316183,1.21,,18.305784,
4541,晟田,其他                      ,98858,98858,4.19815546772069,36.0387510492782,36.0387510492782,-0.012610001,23.241,1.2908223,-0.23,0.96,,31.25
4542,科嶠,電子零組件業                  ,51046,51046,-30.3744117847644,-24.0793622464156,-24.0793622464156,0.06446,19.874,3.4265873,1.68,,40.535713,
4543,萬在,電機機械                    ,66971,66971,7.3442433762362,45.1002058281876,45.1002058281876,0.15113,29.608,1.952175,2.49,,23.21285,
4549,桓達,電機機械                    ,111161,111161,-10.990735625005,4.13403529808521,4.13403529808521,0.19319001,29.768,3.2014246,4.84,6.95,19.690083,13.712231
4550,長佳,電機機械                    ,145875,145875,-38.3106310817154,29.9461953713766,29.9461953713766,0.06792,22.486,1.6365738,2.69,,13.680297,
4554,橙的,其他電子業                   ,34128,34128,-12.2154487228953,108.275357012083,108.275357012083,0.00832,18.305,1.5733405,0.11,,261.81818,
4556,旭然,其他                      ,73259,73259,34.0438768228643,85.4235743754588,85.4235743754588,0.03033,20.218,2.0377882,0.44,,93.63637,
4558,寶緯,電機機械                    ,98491,98491,37.7592838660046,14.2613517715028,14.2613517715028,0.02024,17.958,1.4478227,0.65,,40,
4561,健椿,電機機械                    ,89287,89287,-11.9752745627699,87.5422714192695,87.5422714192695,0.11428001,20.825,1.6374549,2.19,,15.570775,
4563,百德,電機機械                    ,258609,258609,-19.0384507015797,77.958298926507,77.958298926507,0.035940003,26.116,1.9413388,1.68,2.41,30.178574,21.037344
4568,科際精密,電機機械                    ,85104,85104,4.59148559630322,12.3588978519467,12.3588978519467,0.04543,32.876,1.7489963,1.52,5.65,37.82895,10.1769905
4577,達航科技,其他電子業                   ,35394,35394,3.84344560497594,-49.2136830626184,-49.2136830626184,0.03954,25.856,0.90114474,0.84,,27.738094,
4580,捷流閥業,電機機械                    ,180615,180615,15.2726808564955,-6.97141385526655,-6.97141385526655,0.12387,48.612,1.9357361,6.88,9.01,13.677325,10.443951
4584,君帆,電機機械                    ,101863,101863,13.1672795547211,74.3662164706688,74.3662164706688,0.07929,31.34,1.7645181,2.82,,19.60993,
4609,唐鋒,居家生活                    ,9957,9957,-60.9881283548172,-41.1350872007094,-41.1350872007094,-0.3664,3.722,1.6818916,-0.79,,,
4702,中美實,居家生活                    ,13447,13447,3.31130915795943,-79.1867880138683,-79.1867880138683,0.10253,16.758,0.8533238,0.87,,16.43678,
4706,大恭,化學工業                    ,131321,131321,41.9134174807642,119.17517858335,119.17517858335,-0.012309999,18.219,1.6137,-0.16,,,
4707,磐亞,化學工業                    ,114356,114356,-24.7915186909741,22.3516824479752,22.3516824479752,0.24152,15.204,0.9339647,0.97,,14.639174,
4711,永純,化學工業                    ,66592,66592,16.7154500043817,45.2831835238677,45.2831835238677,0.012209999,17.241,1.0121224,0.15,,116.333336,
4714,永捷,化學工業                    ,58421,58421,29.611305852598,25.1440567230041,25.1440567230041,-0.00151,10.712,2.4925318,-0.04,,,
4716,大立,化學工業                    ,39582,39582,2.2843557806605,68.047889954997,68.047889954997,-0.06923,12.345,1.0895098,-0.45,,,
4721,美琪瑪,化學工業                    ,199480,199480,13.5822714176716,-15.1675980029429,-15.1675980029429,-0.02575,14.909,5.231739,-0.97,,,
4726,永昕,生技醫療業                   ,15257,15257,-79.7861628554016,-29.5256131922953,-29.5256131922953,-1.0711,12.634,3.1700175,-3.7,,,
4728,雙美,生技醫療業                   ,98233,98233,-20.2828925478994,93.2275069829655,93.2275069829655,0.34181,19.704,10.480105,9.79,,21.092953,
4729,熒茂,光電業                     ,75316,75316,-0.204054591228303,-25.8795626543848,-25.8795626543848,0.036960002,14.686,1.4026965,0.57,,36.14035,
4735,豪展,生技醫療業                   ,65829,65829,43.3839384896866,-28.6970744018284,-28.6970744018284,0.09079,24.43,1.5759312,2.72,,14.154411,
4741,泓瀚,化學工業                    ,52765,52765,-14.1068841464407,-6.67338780996852,-6.67338780996852,0.08928,27.377,1.3149724,1.9,,18.947369,
4743,合一,生技醫療業                   ,9175,9175,10.8091787439614,87.1685026519788,87.1685026519788,,31.364,5.372401,-3.23,,,
4744,皇將,生技醫療業                   ,103566,103566,-55.434399070528,298.652757996844,298.652757996844,-0.02345,20.646,1.2980722,-0.51,2.3,,11.652174
4745,合富-KY,,,,,,,0.01607,35.89,0.688214,1.05,,23.523811,
4747,強生,生技醫療業                   ,71790,71790,42.1218300239542,45.4711246200608,45.4711246200608,0.13594,39.85,2.115433,2.24,,37.63393,
4754,國碳科,化學工業                    ,71742,71742,74.0761410234635,116.625400084546,116.625400084546,0.11097,14.887,2.9992611,2.18,,20.481651,
4760,勤凱,其他電子業                   ,89533,89533,19.5175672789406,60.7068495117748,60.7068495117748,0.097799994,24.893,2.8682764,2.75,5.59,25.963636,12.772808
4767,誠泰科技,化學工業                    ,118401,118401,8.80544757808839,13.5153014265992,13.5153014265992,0.05505,28.154,1.1010869,2.24,,13.839286,
4768,晶呈科技,化學工業                    ,67394,67394,-0.685244403837369,-21.5628309726377,-21.5628309726377,0.16417,28.027,7.4392548,3.8,2.93,54.868423,71.16041
4804,大略-KY,,,,,,,-0.81646,3.37,1.454006,-4.88,,,
4806,昇華,文化創意業                   ,698,698,,,,,1.465,8.532423,-0.54,,,
4903,聯光通,通信網路業                   ,74866,74866,-23.515589881901,31.7158992944985,31.7158992944985,-0.04502,8.911,2.0143642,-0.02,,,
4905,台聯電,通信網路業                   ,34251,34251,262.061310782241,401.699135784386,401.699135784386,1.6883099,95.354,0.90714604,6.09,,14.203612,
4907,富宇,建材營造                    ,41821,41821,-67.4946952797706,78807.5471698113,78807.5471698113,-0.20865,14.169,3.331216,-0.33,,,
4908,前鼎,通信網路業                   ,114961,114961,12.1888143962682,125.550825011281,125.550825011281,0.23982,20.624,5.6972456,2.48,,47.379032,
4909,新復興,通信網路業                   ,147898,147898,3.64115429356281,155.56937964403,155.56937964403,-0.0319,25.147,2.723983,-0.51,,,
4911,德英,生技醫療業                   ,18333,18333,0.858227430269021,38.1953867028494,38.1953867028494,0.34862,12.982,4.4061007,0.82,,69.756096,
4923,力士,半導體業                    ,75365,75365,7.42335048534002,26.6830276848599,26.6830276848599,0.02419,22.301,2.2241154,0.52,,95.38461,
4924,欣厚-KY,,,,,,,-0.04434,9.652,1.5748031,-0.67,,,
4931,新盛力,電腦及週邊設備業                ,245692,245692,237.021440035116,6.19834710743802,6.19834710743802,0.028299998,15.607,2.0311399,0.93,,34.08602,
4933,友輝,光電業                     ,235702,235702,-1.2319709020206,117.563713228168,117.563713228168,0.107939996,39.714,1.6014503,2.68,,23.731342,
4939,亞電,電子零組件業                  ,157017,157017,5.02036639444589,109.691506410256,109.691506410256,0.017439999,15.921,1.6393443,0.37,,70.54054,
4945,陞達科技,半導體業                    ,44018,44018,17.2750039963766,111.543637062668,111.543637062668,0.08369,21.767,6.4317546,2.15,,65.11628,
4946,辣椒,文化創意業                   ,1833,1833,-12.962962962963,-51.3018065887354,-51.3018065887354,-2.8522298,5.049,10.10101,-7.73,,,
4951,精拓科,半導體業                    ,39635,39635,16.4468078855363,16.9967824777873,16.9967824777873,0.25416002,22.699,3.4406803,3.11,,25.112541,
4953,緯軟,資訊服務業                   ,841335,841335,-0.395300435434262,28.3072474642339,28.3072474642339,0.06846,47.198,3.103945,8.35,8.73,17.544909,16.781216
4966,譜瑞-KY,,,,,,,0.14766,247.004,4.453369,24.29,52.57,45.286125,20.924482
4971,IET-KY,,,,,,,0.08291,48.189,1.2969766,1.57,,39.808914,
4972,湯石照明,光電業                     ,106190,106190,-17.3535065804323,171.84987967846,171.84987967846,0.02779,27.513,1.075855,1.15,,25.739132,
4973,廣穎,半導體業                    ,454723,454723,11.928784697522,19.8519256518118,19.8519256518118,0.04671,31.9,1.2711599,3.29,,12.325228,
4974,亞泰,電子零組件業                  ,318462,318462,8.76285843089575,40.3009009405908,40.3009009405908,0.11553001,41.56,1.672281,5.66,,12.279152,
4979,華星光,通信網路業                   ,214785,214785,-26.8680093294064,27.7106212949144,27.7106212949144,0.15614,13.137,12.331582,2.99,10.35,54.180603,15.652173
4987,科誠,電腦及週邊設備業                ,89972,89972,-4.93840204551698,26.9105989223348,26.9105989223348,0.13339,31.847,1.9625082,4.94,,12.651822,
4991,環宇-KY,,,,,,,-0.90512,28.162,1.0723671,-10.61,,,
4995,晶達,光電業                     ,114267,114267,7.06375084326512,24.704791007312,24.704791007312,0.12755,21.426,2.3382804,3.58,,13.994413,
5009,榮剛,鋼鐵工業                    ,1156121,1156121,13.3223094159415,13.7246126046014,13.7246126046014,0.16517,26.586,1.8317912,4.14,4.91,11.763286,9.918534
5011,久陽,鋼鐵工業                    ,376590,376590,-30.5950261519578,32.7629241052543,32.7629241052543,0.02586,22.164,1.0399747,0.9,,25.61111,
5013,強新,鋼鐵工業                    ,712883,712883,17.8650199229536,85.4302792575329,85.4302792575329,0.04356,25.802,1.3293543,2.56,,13.3984375,
5014,建錩,鋼鐵工業                    ,1390539,1390539,9.31987726328252,79.2832738102913,79.2832738102913,0.0074699996,15.952,0.8650953,0.68,,20.294117,
5015,華祺,鋼鐵工業                    ,111827,111827,-0.505360558743716,13.6314677071902,13.6314677071902,0.16307,22.301,2.0156047,5.8,,7.75,
5016,松和,鋼鐵工業                    ,190821,190821,23.8663066197567,26.8959142416343,26.8959142416343,0.03036,28.874,0.9801205,1.29,,21.937984,
5201,凱衛,資訊服務業                   ,12242,12242,-39.38403644286,-20.5322947095099,-20.5322947095099,0.345,13.275,2.2862525,2.53,,11.996048,
5202,力新,資訊服務業                   ,16590,16590,142.508405203918,71.6147719044171,71.6147719044171,-0.23577,10.963,2.1800601,-0.33,,,
5205,中茂,綠能環保                    ,1120,1120,-59.8134194474345,190.909090909091,190.909090909091,-1.01181,5.999,4.5674276,-1.82,,,
5206,坤悅,建材營造                    ,18009,18009,-18.2894736842105,,,0.079569995,18.301,1.7485383,1.04,,30.769232,
5209,新鼎,其他                      ,540210,540210,-41.9010335444876,80.1162298323236,80.1162298323236,0.06001,27.625,6.877828,12.73,,14.925374,
5210,寶碩,資訊服務業                   ,18735,18735,-57.5391519162342,-7.20653789004458,-7.20653789004458,-0.20084,7.547,5.512124,-0.92,,,
5211,蒙恬,資訊服務業                   ,13259,13259,-8.45760839547086,30.7980664890993,30.7980664890993,-0.92528,12.91,1.9403563,-4.24,,,
5212,凌網,資訊服務業                   ,57356,57356,-67.3674209020101,26.0709968128366,26.0709968128366,0.09936,12.548,4.0643926,2.82,,18.085106,
5213,亞昕,建材營造                    ,48160,48160,-92.7353470018222,52.5160718244292,52.5160718244292,0.20583999,19.753,1.7566952,1.06,,32.73585,
5220,萬達光電,光電業                     ,75456,75456,52.5935812655463,7.79582565465221,7.79582565465221,0.087799996,20.247,1.3532869,1.96,,13.979591,
5223,安力-KY,,,,,,,-0.009190001,44.362,0.91970605,-0.31,,,
5227,立凱-KY,,,,,,,-0.46175998,10.487,4.2528844,-6.62,,,
5228,鈺鎧,電子零組件業                  ,35951,35951,34.0254995526394,-8.20630665134687,-8.20630665134687,-0.07011,16.41,1.3893967,-0.94,,,
5230,雷笛克光學,光電業                     ,120211,120211,-4.10660582806181,45.7262004339867,45.7262004339867,-0.05454,24.76,0.99353796,-1.41,1.46,,16.849316
5236,凌陽創新,半導體業                    ,152584,152584,20.4740511476238,51.0897226430601,51.0897226430601,0.24805,41.091,4.1006546,7.32,,23.019125,
5245,智晶,光電業                     ,81858,81858,14.8803592730335,5.8239499437643,5.8239499437643,-0.059320003,23.968,1.5896194,-1.39,,,
5251,天鉞電,光電業                     ,18962,18962,-38.0913513337034,10.295486272685,10.295486272685,-0.22848,12.156,2.360974,-1.66,,,
5263,智崴,文化創意業                   ,73535,73535,-19.7347595917699,31.5615271764411,31.5615271764411,-0.24500999,49.811,2.5094857,-3.28,,,
5272,笙科,半導體業                    ,29941,29941,-0.336195992277478,105.033212353626,105.033212353626,-0.088879995,19.763,2.0518138,-0.55,,,
5274,信驊,半導體業                    ,362308,362308,13.7248377973715,64.3492855522794,64.3492855522794,0.33773997,93.094,31.473564,31,64.67,94.51613,45.306946
5276,達輝-KY,,,,,,,-0.06428,12.997,1.1233362,-1.47,,,
